customer_id,unit_price,is_promotion,holiday_name,weather_condition,customer_segment,product_id,customer_income,competitor_price,marketing_spend,product_name,lead_time,stock_level,supplier_delay,shelf_life,category,date_of_purchase,amount,quantity,location,year,month
4976,332.7,1,Christmas,Sunny,Low,911,146202.0,230.34,26944.08,TV,16,749,6,267,Home Appliance,2024-03-03,1056.11,1,San Francisco,2024,3
2734,198.39,0,Christmas,Cloudy,Low,816,43891.0,111.22,8996.1,Smartwatch,25,725,4,164,Home Appliance,2024-03-03,2607.57,7,New York,2024,3
9000,272.06,0,None,Rainy,Low,504,85714.0,160.26,13041.58,TV,29,967,3,130,Home Appliance,2024-03-03,3129.2,5,New York,2024,3
4416,383.44,1,None,Rainy,Middle,862,109669.0,175.1,2148.3,Tablet,19,297,9,307,Home Appliance,2024-03-03,4871.53,9,Chicago,2024,3
9022,149.31,0,Diwali,Cloudy,Low,969,78217.0,473.04,4210.58,Tablet,26,873,0,157,Home Appliance,2024-03-03,3970.34,4,Houston,2024,3
1209,148.91,0,Christmas,Sunny,Middle,910,22200.0,262.02,11979.36,TV,8,906,0,120,Home Appliance,2024-03-03,996.26,1,San Francisco,2024,3
9615,56.14,0,New Year,Cloudy,Low,718,59324.0,150.89,19220.85,Tablet,19,210,6,93,Grocery,2024-03-03,4628.52,9,Houston,2024,3
3177,433.54,0,Diwali,Sunny,High,772,135578.0,424.94,34783.35,Laptop,6,492,1,271,Fashion,2024-03-03,3873.41,9,Chicago,2024,3
6924,258.93,0,Diwali,Rainy,Middle,435,115700.0,154.9,42905.26,TV,25,462,8,13,Fashion,2024-03-04,4126.42,8,New York,2024,3
9694,10.3,0,Christmas,Sunny,Low,338,55889.0,387.57,25136.54,Tablet,26,125,3,354,Fashion,2024-03-04,2248.25,5,Houston,2024,3
9696,414.27,1,Christmas,Rainy,Low,302,48259.0,276.02,20825.07,Tablet,9,694,8,150,Grocery,2024-03-04,2827.75,3,Los Angeles,2024,3
9610,292.0,0,Christmas,Cloudy,Middle,113,28274.0,282.91,11468.6,Tablet,17,138,3,233,Electronics,2024-03-04,2250.98,2,San Francisco,2024,3
6831,245.56,1,Diwali,Snowy,High,152,48940.0,138.2,17526.63,Laptop,23,440,2,59,Grocery,2024-03-04,3503.87,4,San Francisco,2024,3
7085,161.87,0,None,Sunny,High,417,34516.0,8.61,28887.48,TV,21,40,8,117,Home Appliance,2024-03-04,1250.66,5,Los Angeles,2024,3
6996,293.71,1,Black Friday,Rainy,Low,863,80841.0,392.49,35006.23,Laptop,23,794,9,279,Electronics,2024-03-04,4605.61,5,New York,2024,3
5143,390.96,0,Diwali,Sunny,Middle,294,140034.0,95.79,26652.45,TV,9,966,7,162,Electronics,2024-03-04,4631.35,6,Los Angeles,2024,3
9301,271.14,0,None,Sunny,High,552,67512.0,454.54,13536.19,TV,1,205,7,262,Electronics,2024-03-04,2419.86,6,Houston,2024,3
4500,243.27,0,Christmas,Cloudy,Low,352,52802.0,281.12,11965.46,Smartwatch,20,309,2,272,Electronics,2024-03-04,2405.0,3,New York,2024,3
5165,310.4,1,Black Friday,Rainy,Middle,402,144261.0,355.6,25644.54,Laptop,27,684,5,57,Home Appliance,2024-03-04,370.53,7,New York,2024,3
2668,264.18,1,Diwali,Snowy,Middle,989,31384.0,123.58,13354.73,Smartwatch,25,234,0,260,Home Appliance,2024-03-04,3799.32,8,Chicago,2024,3
1525,121.79,0,Diwali,Sunny,High,129,79649.0,40.38,15521.66,Smartwatch,25,134,7,123,Electronics,2024-03-04,2332.6,6,San Francisco,2024,3
1932,210.67,0,Black Friday,Snowy,High,297,123833.0,7.41,14941.68,TV,11,419,6,37,Grocery,2024-03-04,359.56,3,Houston,2024,3
9258,369.3,1,None,Sunny,High,437,47279.0,447.81,18545.56,Mobile,25,385,4,136,Electronics,2024-03-04,3529.59,2,New York,2024,3
9449,314.73,1,None,Snowy,Low,333,128661.0,336.86,10127.55,Mobile,6,580,6,229,Fashion,2024-03-04,3965.33,6,Chicago,2024,3
3802,369.29,0,Christmas,Cloudy,Low,963,146537.0,444.93,37997.89,TV,25,604,3,26,Electronics,2024-03-04,523.04,8,New York,2024,3
1831,181.35,1,Diwali,Rainy,Low,305,113280.0,38.75,10113.37,Laptop,7,907,5,23,Home Appliance,2024-03-04,4174.23,3,Chicago,2024,3
8492,200.11,0,Black Friday,Snowy,Middle,258,136350.0,395.85,21618.58,TV,22,269,1,229,Grocery,2024-03-04,2365.71,5,San Francisco,2024,3
6225,138.02,0,Black Friday,Rainy,High,144,126291.0,344.55,21085.4,Smartwatch,10,74,9,181,Fashion,2024-03-04,4550.76,5,Chicago,2024,3
8914,201.64,0,New Year,Rainy,High,541,118751.0,188.12,16938.43,TV,5,27,2,86,Grocery,2024-03-04,4057.53,2,San Francisco,2024,3
6435,415.02,0,New Year,Sunny,Low,109,127397.0,110.3,45992.92,Smartwatch,3,589,3,11,Grocery,2024-03-04,1229.36,9,New York,2024,3
4611,225.81,0,Christmas,Snowy,Middle,679,129705.0,85.6,10052.45,Tablet,7,161,6,17,Home Appliance,2024-03-04,4680.18,2,San Francisco,2024,3
5282,422.71,0,None,Cloudy,Low,974,115481.0,128.3,46779.76,TV,22,140,5,181,Grocery,2024-03-04,4899.74,5,San Francisco,2024,3
9863,210.07,0,Black Friday,Sunny,High,118,104540.0,227.47,48260.99,Mobile,26,88,5,57,Home Appliance,2024-03-05,1664.73,1,Houston,2024,3
2221,228.28,1,Diwali,Snowy,Low,664,44021.0,278.94,4154.43,Mobile,25,175,0,330,Grocery,2024-03-05,3485.0,9,New York,2024,3
8787,438.55,0,Black Friday,Sunny,Low,966,36239.0,232.6,12492.11,Smartwatch,27,937,6,364,Home Appliance,2024-03-05,1287.39,3,New York,2024,3
8354,35.08,0,Black Friday,Cloudy,Low,399,141108.0,241.78,33057.79,Tablet,12,138,0,181,Home Appliance,2024-03-05,455.66,9,Houston,2024,3
8975,89.69,0,Christmas,Snowy,High,230,83943.0,338.43,14524.21,Smartwatch,23,796,0,320,Fashion,2024-03-05,2300.12,3,San Francisco,2024,3
4441,122.29,1,Diwali,Snowy,Low,573,93962.0,338.68,28927.53,Laptop,21,373,5,219,Fashion,2024-03-05,787.49,9,Houston,2024,3
7220,343.9,0,Diwali,Cloudy,Middle,583,138849.0,12.49,20476.93,Mobile,3,215,0,50,Home Appliance,2024-03-05,938.97,1,Houston,2024,3
5748,76.02,1,Diwali,Cloudy,High,828,42563.0,147.49,36303.48,Mobile,6,46,0,274,Fashion,2024-03-05,1236.99,1,New York,2024,3
7514,178.44,0,None,Rainy,High,412,113554.0,240.39,44388.53,Laptop,1,264,0,143,Electronics,2024-03-05,2075.86,3,Houston,2024,3
6325,69.29,1,None,Snowy,High,762,98926.0,399.49,12471.85,TV,6,732,0,194,Electronics,2024-03-05,4718.88,9,San Francisco,2024,3
2460,140.01,0,Christmas,Snowy,Middle,306,34527.0,237.72,18369.26,TV,29,451,7,187,Grocery,2024-03-05,3789.73,3,Chicago,2024,3
6538,32.6,0,None,Cloudy,Low,984,51499.0,164.17,48370.97,TV,24,660,5,120,Fashion,2024-03-05,3992.56,3,Chicago,2024,3
2333,156.22,0,New Year,Snowy,Low,908,21647.0,196.36,2906.2,Tablet,12,116,2,272,Home Appliance,2024-03-05,166.55,6,Los Angeles,2024,3
4363,421.28,0,None,Snowy,Middle,987,133090.0,56.22,18069.2,Laptop,8,167,2,20,Grocery,2024-03-05,2365.36,8,San Francisco,2024,3
4403,353.46,0,Christmas,Sunny,Middle,783,87842.0,170.75,22845.73,Mobile,28,163,3,140,Electronics,2024-03-05,3929.78,3,San Francisco,2024,3
5075,40.63,0,Black Friday,Cloudy,Low,578,32989.0,450.27,6343.72,Laptop,27,151,8,232,Grocery,2024-03-05,232.33,9,Los Angeles,2024,3
4131,440.18,1,New Year,Cloudy,Low,385,120629.0,55.87,24053.19,Smartwatch,23,523,1,42,Grocery,2024-03-05,1779.73,5,San Francisco,2024,3
9720,343.03,0,New Year,Rainy,Low,580,33770.0,119.12,34144.07,Tablet,23,861,1,234,Grocery,2024-03-05,2480.52,3,New York,2024,3
9045,465.23,0,Black Friday,Cloudy,High,632,37326.0,110.81,36148.58,Smartwatch,5,634,2,307,Fashion,2024-03-05,4935.08,3,Houston,2024,3
6703,282.52,0,Christmas,Cloudy,High,431,102648.0,72.31,9842.59,TV,27,553,9,43,Home Appliance,2024-03-05,461.81,6,Houston,2024,3
4804,320.05,0,Christmas,Snowy,Low,578,31652.0,20.65,33705.09,TV,28,692,3,332,Electronics,2024-03-05,2415.8,9,Chicago,2024,3
4529,324.92,1,None,Sunny,Low,578,56180.0,128.88,40257.7,Laptop,9,366,1,23,Home Appliance,2024-03-05,4980.78,6,San Francisco,2024,3
9754,180.78,0,None,Sunny,Low,739,44890.0,235.91,16538.81,TV,6,123,5,16,Fashion,2024-03-05,2764.65,5,Chicago,2024,3
6527,118.35,1,New Year,Snowy,High,131,84346.0,120.54,44782.75,TV,20,579,4,138,Electronics,2024-03-05,3837.37,9,New York,2024,3
1398,408.86,0,New Year,Snowy,Middle,737,69642.0,425.0,47064.87,Mobile,23,317,7,263,Electronics,2024-03-06,151.05,2,New York,2024,3
8533,268.09,0,Black Friday,Snowy,High,144,114160.0,124.24,44034.65,TV,14,36,2,320,Home Appliance,2024-03-06,386.24,1,Los Angeles,2024,3
3206,409.59,0,Christmas,Rainy,Middle,626,31254.0,496.35,18483.36,Laptop,28,209,6,16,Fashion,2024-03-06,2089.95,3,New York,2024,3
7705,400.51,1,Black Friday,Snowy,Low,499,89370.0,230.73,16689.63,Laptop,6,715,7,203,Home Appliance,2024-03-06,3806.94,1,Chicago,2024,3
9161,441.05,0,Diwali,Cloudy,High,146,110676.0,163.9,20102.37,Tablet,6,122,0,219,Grocery,2024-03-06,2693.95,1,New York,2024,3
5460,372.62,0,None,Cloudy,Low,631,114428.0,130.9,43226.49,Smartwatch,22,327,4,148,Home Appliance,2024-03-06,4968.13,1,New York,2024,3
8596,310.53,1,Black Friday,Rainy,High,337,110207.0,497.04,26511.63,Smartwatch,3,961,4,52,Fashion,2024-03-06,113.85,3,Houston,2024,3
1071,257.23,0,None,Cloudy,High,897,77193.0,170.31,15664.86,Smartwatch,23,296,4,122,Grocery,2024-03-06,3376.49,6,New York,2024,3
5238,48.87,0,Black Friday,Rainy,Low,922,97295.0,21.06,21294.76,Laptop,25,189,1,27,Grocery,2024-03-06,3324.12,7,San Francisco,2024,3
2684,230.58,1,New Year,Sunny,High,495,57121.0,455.32,18876.31,Laptop,19,695,1,244,Fashion,2024-03-06,4307.08,8,San Francisco,2024,3
3446,127.66,1,None,Sunny,Middle,316,123205.0,428.66,4643.86,Smartwatch,4,469,8,160,Fashion,2024-03-06,2104.89,8,San Francisco,2024,3
9246,110.61,0,Black Friday,Sunny,Middle,160,56745.0,410.09,48257.96,TV,24,704,4,26,Grocery,2024-03-06,3495.58,9,San Francisco,2024,3
3326,253.34,0,New Year,Snowy,Low,976,145557.0,139.73,34487.25,Smartwatch,18,639,5,43,Fashion,2024-03-06,457.69,3,Houston,2024,3
4557,198.82,0,None,Rainy,Low,984,141850.0,303.45,6851.1,Smartwatch,27,996,9,50,Grocery,2024-03-06,431.38,7,San Francisco,2024,3
8208,154.65,1,Christmas,Sunny,Middle,448,148382.0,320.09,16361.68,Mobile,15,693,9,179,Home Appliance,2024-03-06,3261.32,2,Chicago,2024,3
5509,349.68,1,Black Friday,Snowy,Low,729,139562.0,461.81,34276.63,TV,14,16,5,130,Electronics,2024-03-06,4674.99,4,Houston,2024,3
8443,114.64,0,Black Friday,Snowy,Middle,260,67733.0,241.3,23936.18,TV,24,528,6,345,Electronics,2024-03-06,337.6,9,Chicago,2024,3
4139,210.43,1,None,Snowy,Middle,624,47646.0,84.21,13427.3,TV,23,324,8,131,Grocery,2024-03-06,2194.05,7,Chicago,2024,3
7659,496.62,0,Christmas,Cloudy,Middle,847,49834.0,113.65,41892.69,TV,8,402,1,206,Home Appliance,2024-03-06,4348.45,3,Los Angeles,2024,3
5457,111.4,0,Diwali,Cloudy,Low,326,54199.0,164.34,48782.85,Smartwatch,26,335,2,26,Fashion,2024-03-06,4695.47,9,Los Angeles,2024,3
8751,117.75,0,Diwali,Cloudy,High,946,63831.0,369.54,17959.84,Mobile,4,290,5,105,Fashion,2024-03-06,3274.01,3,New York,2024,3
2065,444.87,0,None,Snowy,Low,573,101981.0,396.11,8564.03,Smartwatch,12,70,7,195,Home Appliance,2024-03-06,2712.74,9,Chicago,2024,3
3163,490.76,0,Black Friday,Rainy,High,209,118985.0,66.74,35196.79,Laptop,23,643,3,206,Home Appliance,2024-03-06,4801.14,1,San Francisco,2024,3
1039,122.79,0,Christmas,Cloudy,Middle,428,81156.0,343.07,40206.84,Tablet,17,704,6,45,Grocery,2024-03-06,4686.33,3,Houston,2024,3
4103,253.39,0,Black Friday,Snowy,Low,412,33977.0,444.75,43680.82,Laptop,5,943,0,93,Home Appliance,2024-03-07,2776.4,4,Chicago,2024,3
7260,380.93,0,None,Snowy,Low,663,101894.0,438.77,34810.41,Tablet,19,841,1,331,Grocery,2024-03-07,193.54,6,New York,2024,3
2523,362.43,0,Black Friday,Rainy,Middle,594,91848.0,78.28,10281.16,TV,9,249,7,229,Home Appliance,2024-03-07,3032.77,9,San Francisco,2024,3
3444,165.92,0,Diwali,Cloudy,High,212,27381.0,492.69,8662.88,Laptop,7,184,4,212,Electronics,2024-03-07,2933.05,5,New York,2024,3
2460,86.41,0,Christmas,Sunny,High,523,62865.0,214.27,27498.98,Tablet,13,796,0,151,Fashion,2024-03-07,506.57,7,San Francisco,2024,3
2064,24.51,0,Diwali,Cloudy,Low,720,30479.0,215.01,44584.19,Tablet,2,202,4,234,Fashion,2024-03-07,3350.46,6,Houston,2024,3
4124,193.28,1,New Year,Rainy,High,301,91039.0,403.48,20283.88,Tablet,1,540,9,187,Fashion,2024-03-07,4415.86,8,San Francisco,2024,3
8738,354.2,1,Christmas,Cloudy,High,910,63588.0,400.04,29089.72,Tablet,9,82,3,90,Fashion,2024-03-07,4075.24,8,Houston,2024,3
1168,67.87,0,Black Friday,Rainy,Low,406,89024.0,456.81,48652.33,Tablet,16,763,9,12,Grocery,2024-03-07,4029.8,4,Los Angeles,2024,3
6687,147.23,0,Christmas,Sunny,Low,385,133713.0,392.6,27424.75,Tablet,26,657,9,12,Home Appliance,2024-03-07,984.38,2,Chicago,2024,3
3398,464.76,0,None,Cloudy,Middle,347,80727.0,449.48,42962.18,TV,26,95,5,211,Grocery,2024-03-07,387.26,7,San Francisco,2024,3
7748,344.15,0,Diwali,Cloudy,High,847,138557.0,374.7,17542.6,Tablet,21,128,2,101,Electronics,2024-03-07,764.23,6,Los Angeles,2024,3
8085,141.49,0,None,Cloudy,High,853,105261.0,358.9,28464.12,TV,22,900,7,39,Fashion,2024-03-07,3437.23,6,San Francisco,2024,3
6238,59.68,0,Black Friday,Cloudy,Low,206,87273.0,332.97,46383.52,Tablet,15,983,5,146,Home Appliance,2024-03-07,4729.43,3,New York,2024,3
4386,213.29,0,Black Friday,Rainy,Middle,775,141933.0,307.41,45844.61,Tablet,12,950,2,343,Electronics,2024-03-07,2875.2,2,San Francisco,2024,3
2539,58.58,0,Diwali,Snowy,Low,325,46327.0,416.47,48546.4,Tablet,15,126,9,307,Grocery,2024-03-07,220.93,7,San Francisco,2024,3
7929,426.77,1,Black Friday,Rainy,Low,201,119113.0,7.69,42592.92,Laptop,15,269,3,25,Electronics,2024-03-07,1622.28,9,San Francisco,2024,3
3893,403.6,0,Christmas,Sunny,Low,662,87394.0,370.26,14427.83,Tablet,28,691,9,322,Electronics,2024-03-07,2030.73,1,New York,2024,3
6115,459.42,0,Christmas,Rainy,High,183,64377.0,319.33,14298.35,Mobile,7,90,1,294,Grocery,2024-03-07,1871.24,5,Chicago,2024,3
7730,481.03,1,Christmas,Snowy,Low,541,82018.0,462.64,35989.22,Mobile,29,351,2,230,Fashion,2024-03-07,406.39,1,Chicago,2024,3
1090,393.11,0,Christmas,Snowy,High,684,92538.0,313.59,43167.09,Laptop,22,407,9,95,Fashion,2024-03-07,144.62,6,San Francisco,2024,3
6514,244.51,1,New Year,Rainy,Middle,694,26545.0,155.67,25871.41,TV,11,273,5,185,Electronics,2024-03-07,610.9,9,Chicago,2024,3
5207,490.73,1,Black Friday,Sunny,Low,177,126021.0,91.3,7545.66,Smartwatch,3,158,9,278,Fashion,2024-03-07,2658.54,6,Los Angeles,2024,3
5235,425.8,0,New Year,Cloudy,Middle,650,53590.0,241.96,2568.93,Tablet,20,581,1,280,Grocery,2024-03-07,2780.21,6,San Francisco,2024,3
4174,479.65,0,New Year,Cloudy,Low,759,133041.0,253.7,10968.83,Tablet,5,95,9,270,Home Appliance,2024-03-08,4827.75,9,New York,2024,3
3860,390.98,0,New Year,Sunny,High,396,38070.0,244.47,15538.21,TV,2,431,9,348,Home Appliance,2024-03-08,4006.37,5,Los Angeles,2024,3
1149,230.28,1,Diwali,Snowy,Middle,362,27755.0,354.0,18163.51,TV,21,440,1,332,Home Appliance,2024-03-08,1711.52,8,Los Angeles,2024,3
7245,250.35,0,None,Cloudy,Middle,937,44747.0,259.43,46261.3,Mobile,19,434,2,128,Grocery,2024-03-08,3629.42,8,Los Angeles,2024,3
5072,437.65,0,New Year,Rainy,Middle,239,95229.0,277.4,10184.45,Mobile,15,650,0,114,Grocery,2024-03-08,1319.96,1,Houston,2024,3
9211,61.82,0,None,Rainy,Low,248,23844.0,60.28,33518.28,Tablet,21,190,5,222,Fashion,2024-03-08,662.49,9,Los Angeles,2024,3
7919,185.04,1,Diwali,Rainy,High,462,54707.0,10.23,35586.41,TV,13,63,7,330,Electronics,2024-03-08,1735.23,4,New York,2024,3
2358,445.67,0,Christmas,Sunny,High,100,102536.0,73.11,34941.71,Laptop,5,577,9,97,Grocery,2024-03-08,3093.15,3,San Francisco,2024,3
8453,389.96,1,New Year,Snowy,Low,223,110461.0,441.25,18060.62,Mobile,18,665,2,102,Grocery,2024-03-08,1045.4,9,Chicago,2024,3
6719,26.05,0,None,Snowy,Low,216,42335.0,14.77,5951.61,Mobile,27,483,3,37,Electronics,2024-03-08,1348.69,5,Los Angeles,2024,3
4661,346.65,1,Christmas,Snowy,High,759,31923.0,197.38,17364.64,Laptop,10,138,1,250,Electronics,2024-03-08,3034.49,8,San Francisco,2024,3
6909,499.23,1,Diwali,Snowy,High,252,47040.0,492.34,10501.34,Laptop,7,574,8,55,Electronics,2024-03-08,2833.6,2,Los Angeles,2024,3
2905,214.75,0,New Year,Rainy,Low,745,47478.0,213.29,23610.91,Smartwatch,18,289,2,203,Electronics,2024-03-08,2597.33,4,San Francisco,2024,3
3075,485.67,1,New Year,Cloudy,Middle,130,23119.0,157.75,30293.82,Smartwatch,26,245,1,122,Grocery,2024-03-08,1336.32,3,San Francisco,2024,3
6455,35.7,0,Christmas,Sunny,High,787,46346.0,435.03,15671.72,Tablet,12,393,1,335,Electronics,2024-03-08,3966.71,5,Chicago,2024,3
1314,474.55,0,Black Friday,Sunny,Low,795,94077.0,338.77,16223.29,Mobile,12,556,4,210,Home Appliance,2024-03-08,903.32,1,San Francisco,2024,3
2077,281.02,0,New Year,Sunny,Middle,119,76646.0,141.56,38307.82,Mobile,1,552,6,260,Fashion,2024-03-08,2672.42,9,San Francisco,2024,3
1229,347.26,0,Black Friday,Sunny,Low,740,125270.0,149.88,49808.24,Tablet,17,872,7,357,Fashion,2024-03-08,4350.98,9,Chicago,2024,3
6295,359.13,1,Christmas,Sunny,Middle,235,147599.0,498.15,4855.96,Smartwatch,21,816,8,186,Grocery,2024-03-08,4032.86,8,Los Angeles,2024,3
9297,52.0,0,None,Rainy,High,670,147012.0,163.0,12030.24,Mobile,11,990,9,140,Fashion,2024-03-08,2317.45,9,Chicago,2024,3
1823,127.63,0,Diwali,Snowy,High,463,106482.0,335.95,42607.83,Smartwatch,28,259,4,102,Fashion,2024-03-08,4516.96,7,San Francisco,2024,3
5637,83.05,0,Diwali,Snowy,High,598,115343.0,213.65,25304.39,TV,3,441,0,306,Electronics,2024-03-08,4113.52,1,Los Angeles,2024,3
2868,9.95,0,New Year,Snowy,Low,751,80108.0,345.96,16260.35,Smartwatch,5,620,4,277,Electronics,2024-03-08,433.43,9,Los Angeles,2024,3
1950,232.12,0,New Year,Sunny,Low,978,50279.0,49.74,18416.68,TV,7,776,8,252,Fashion,2024-03-08,523.52,7,Los Angeles,2024,3
6473,312.52,0,None,Sunny,Middle,582,139244.0,252.36,38983.06,TV,15,854,0,212,Grocery,2024-03-09,2404.74,3,San Francisco,2024,3
6049,353.57,0,Diwali,Cloudy,Middle,437,59303.0,99.55,8689.71,Smartwatch,3,210,0,30,Electronics,2024-03-09,2504.31,7,New York,2024,3
1844,183.15,0,New Year,Snowy,High,760,70978.0,488.56,16267.03,Smartwatch,27,162,3,104,Electronics,2024-03-09,756.45,1,San Francisco,2024,3
3242,343.56,0,New Year,Rainy,Middle,620,20200.0,411.32,21621.93,Smartwatch,19,216,8,318,Grocery,2024-03-09,652.96,9,Chicago,2024,3
5614,370.98,0,New Year,Sunny,Low,758,77083.0,184.08,12624.94,Tablet,1,432,5,313,Electronics,2024-03-09,2338.05,1,San Francisco,2024,3
6211,284.6,0,Christmas,Cloudy,Middle,599,84664.0,109.66,33512.16,Smartwatch,16,793,7,134,Fashion,2024-03-09,1203.16,2,Chicago,2024,3
8174,27.67,1,Diwali,Sunny,High,902,31699.0,476.99,26268.5,Mobile,15,426,0,308,Electronics,2024-03-09,716.48,4,Chicago,2024,3
8391,272.99,0,Diwali,Rainy,High,566,66525.0,409.88,14560.1,Mobile,19,80,7,78,Grocery,2024-03-09,1906.13,5,San Francisco,2024,3
5481,204.94,0,New Year,Cloudy,Low,461,44658.0,490.53,41688.64,TV,18,923,9,239,Home Appliance,2024-03-09,1968.13,9,Chicago,2024,3
6929,106.49,0,Black Friday,Sunny,Low,627,69723.0,151.07,6341.36,Mobile,5,999,3,31,Grocery,2024-03-09,2431.66,5,New York,2024,3
7882,103.82,0,New Year,Cloudy,High,546,86560.0,271.29,23419.39,Laptop,15,915,2,229,Home Appliance,2024-03-09,1899.8,9,San Francisco,2024,3
3625,379.4,1,New Year,Sunny,Middle,587,81758.0,141.98,38024.67,Laptop,4,843,9,142,Home Appliance,2024-03-09,1704.73,7,Los Angeles,2024,3
6655,98.85,0,New Year,Snowy,Middle,842,132232.0,387.68,38679.49,Tablet,19,327,4,355,Home Appliance,2024-03-09,2814.64,2,Houston,2024,3
5505,438.2,0,Diwali,Rainy,High,596,102764.0,397.58,32474.6,TV,21,725,1,199,Home Appliance,2024-03-09,396.55,9,Chicago,2024,3
5071,250.14,0,Diwali,Cloudy,Middle,177,142691.0,5.92,33240.97,TV,25,840,8,240,Electronics,2024-03-09,1032.04,7,Houston,2024,3
9499,144.59,0,Black Friday,Snowy,Low,967,62876.0,77.12,11816.19,Laptop,7,823,6,318,Home Appliance,2024-03-09,1628.74,4,New York,2024,3
6904,44.23,0,Black Friday,Cloudy,Middle,768,52047.0,411.96,47808.65,Smartwatch,8,244,4,29,Fashion,2024-03-09,3717.16,1,Los Angeles,2024,3
1081,496.28,0,Diwali,Sunny,Low,589,105547.0,263.56,13530.93,Mobile,7,467,9,261,Electronics,2024-03-09,4687.26,8,Los Angeles,2024,3
5372,284.15,0,Diwali,Cloudy,High,102,93684.0,236.95,49685.88,Tablet,9,979,9,345,Fashion,2024-03-09,4138.58,2,New York,2024,3
6465,443.31,1,New Year,Snowy,Middle,343,96509.0,207.61,45891.39,Tablet,7,44,0,57,Grocery,2024-03-09,1832.85,1,Los Angeles,2024,3
5742,181.55,0,Christmas,Snowy,Low,915,75367.0,491.89,41580.92,Smartwatch,11,903,8,280,Grocery,2024-03-09,3550.84,6,San Francisco,2024,3
4126,121.6,0,Black Friday,Rainy,Low,552,103697.0,318.2,46401.4,Tablet,3,628,1,308,Fashion,2024-03-09,2555.89,2,San Francisco,2024,3
7023,244.73,1,Christmas,Cloudy,High,880,143398.0,228.1,10444.02,TV,15,264,9,298,Fashion,2024-03-09,3119.97,4,Houston,2024,3
3156,280.8,0,New Year,Snowy,Middle,226,107127.0,56.82,15987.04,Mobile,3,750,4,347,Electronics,2024-03-09,3680.19,4,New York,2024,3
4185,461.86,0,Christmas,Sunny,Low,840,106892.0,458.41,6279.44,Mobile,29,475,6,117,Electronics,2024-03-10,2167.57,1,New York,2024,3
7993,12.98,0,New Year,Cloudy,High,977,85126.0,173.67,1641.41,Laptop,28,73,8,95,Electronics,2024-03-10,1690.22,8,Houston,2024,3
4065,35.23,0,Diwali,Rainy,Low,139,120258.0,474.31,17180.41,Laptop,14,451,6,190,Home Appliance,2024-03-10,4471.37,2,San Francisco,2024,3
6117,455.95,0,Black Friday,Rainy,Low,201,75852.0,432.09,17913.92,Laptop,26,824,9,223,Grocery,2024-03-10,941.96,5,San Francisco,2024,3
3939,457.95,0,Christmas,Sunny,High,233,80058.0,115.85,48454.66,Laptop,29,409,4,219,Electronics,2024-03-10,985.84,9,Chicago,2024,3
2781,9.68,1,New Year,Snowy,Low,632,69755.0,407.83,19885.65,TV,15,740,8,29,Grocery,2024-03-10,2234.99,1,Chicago,2024,3
7719,332.18,0,Diwali,Cloudy,Low,950,106797.0,439.5,10460.86,TV,10,891,5,152,Home Appliance,2024-03-10,1733.45,7,San Francisco,2024,3
2884,464.49,0,None,Snowy,High,969,22961.0,84.08,43287.18,Mobile,8,883,2,39,Home Appliance,2024-03-10,2075.95,1,Los Angeles,2024,3
4340,344.72,0,None,Rainy,High,320,113699.0,367.91,6691.33,Smartwatch,17,841,2,19,Electronics,2024-03-10,2266.23,6,Chicago,2024,3
3212,71.45,0,Black Friday,Cloudy,Low,366,84098.0,89.13,25322.44,Mobile,14,968,7,342,Fashion,2024-03-10,3891.31,7,Los Angeles,2024,3
1255,292.16,0,New Year,Rainy,Low,165,51724.0,395.31,28198.36,Smartwatch,15,479,5,321,Grocery,2024-03-10,1319.15,8,New York,2024,3
9327,435.32,0,Christmas,Snowy,Low,406,99531.0,474.91,23784.62,Smartwatch,16,519,2,174,Home Appliance,2024-03-10,4487.83,3,San Francisco,2024,3
6467,381.88,0,New Year,Rainy,High,557,61493.0,403.14,24998.23,Mobile,10,620,8,211,Grocery,2024-03-10,1884.66,5,New York,2024,3
9728,70.75,0,Diwali,Snowy,High,868,105334.0,434.1,22712.67,Laptop,18,465,7,46,Grocery,2024-03-10,46.78,3,San Francisco,2024,3
3530,245.85,0,Black Friday,Cloudy,Middle,886,130055.0,448.82,46179.29,TV,8,816,6,362,Grocery,2024-03-10,1141.13,6,New York,2024,3
1492,182.66,0,None,Cloudy,Middle,862,40117.0,253.83,46854.88,Mobile,21,487,4,220,Grocery,2024-03-10,4207.76,1,San Francisco,2024,3
5206,337.94,1,None,Rainy,High,671,127913.0,21.82,48109.09,Smartwatch,3,95,9,236,Home Appliance,2024-03-10,3596.18,9,New York,2024,3
8990,414.59,0,Christmas,Cloudy,High,195,132269.0,345.52,8170.76,Tablet,7,180,7,142,Grocery,2024-03-10,2066.42,2,San Francisco,2024,3
6790,125.55,1,Black Friday,Rainy,Middle,147,86118.0,103.5,14560.07,TV,27,132,1,43,Electronics,2024-03-10,4595.79,3,Houston,2024,3
5143,315.62,0,None,Sunny,High,370,39300.0,447.11,49845.29,TV,25,990,0,50,Home Appliance,2024-03-10,3714.64,7,New York,2024,3
7273,271.98,0,Christmas,Sunny,Low,800,118127.0,292.53,28502.3,Mobile,18,576,5,248,Home Appliance,2024-03-10,4076.24,7,New York,2024,3
